,Id,Title,Price(Triệu/tháng),Square(m²),District,City,Date,Type,ValueType,ValueDistrict
783,1632444,Cho thuê phòng trọ ( 31/8 đường ngô gia tự F2 Q10 ),1.7,3.3,Quận 10,Hồ Chí Minh,31/08/2020,Phòng trọ,2.2158964012891964,2.520494469746259
784,1632508,"Phòng trọ 30m2 cho gia đình, 2,3 triệu/tháng, gần đại lộ Võ Văn Kiệt, P.An Lạc, Q. Bình tân, tiếp giáp Q.6 và Q.8",2.3,30.0,Quận 6,Hồ Chí Minh,31/08/2020,Phòng trọ,2.2158964012891964,1.6250000000000002
785,1640497,"Cho thuê phòng trọ đường Xóm Chiếu, quận 4, có sân để xe, giá tốt",2.0,10.0,Quận 4,Hồ Chí Minh,14/09/2020,Phòng trọ,2.2158964012891964,2.09375
786,1641203,Cần cho thuê căn hộ Quận 2 Lakeview City full nội thất cao cấp mới 100%,6.0,30.0,Quận 2,Hồ Chí Minh,15/09/2020,Căn hộ,3.322310410225767,8.721003134796238
787,1641220,Cho thuê phòng trọ không chung chủ quận 10,5.0,32.0,Quận 10,Hồ Chí Minh,15/09/2020,Phòng trọ,2.2158964012891964,2.520494469746259
788,1642474,"Chính chủ cho thuê phòng tại đường Trần Văn Đang, P9, quận 3, TP HCM.",3.0,24.0,Quận 3,Hồ Chí Minh,17/09/2020,Phòng trọ,2.2158964012891964,3.0926301555104803
789,1642795,"Phòng trọ 18-20m2 sạch sẽ, an ninh, gần chợ",2.0,18.0,Nhà Bè,Hồ Chí Minh,17/09/2020,Phòng trọ,2.2158964012891964,2.0973630831643004
790,1643954,Cho thuê căn hộ Quận 2 tại khu biệt thự VIP Lakeview City full nội thất,8.0,50.0,Quận 2,Hồ Chí Minh,19/09/2020,Căn hộ,3.322310410225767,8.721003134796238
791,1643978,Cho thuê 5 phòng trọ tại quận 6 còn trống với mức giá sinh viên,1.0,20.25,Quận 6,Hồ Chí Minh,19/09/2020,Phòng trọ,2.2158964012891964,1.6250000000000002
792,1643982,"Cho thuê căn hộ dịch vụ quận 2 tại khu biệt thự VIP Lakeview City, full nội thất mới 100%",6.0,30.0,Quận 2,Hồ Chí Minh,19/09/2020,Căn hộ,3.322310410225767,8.721003134796238
793,1644663,"Còn 5 phòng trọ tại quận 6, có gác lửng, toilet riêng.",1.0,20.0,Quận 6,Hồ Chí Minh,21/09/2020,Phòng trọ,2.2158964012891964,1.6250000000000002
794,1645353,"Còn 5 phòng trọ gần chợ Minh Phụng cho thuê, có bãi xe, gác lửng, toilet riêng",1.0,20.0,Quận 6,Hồ Chí Minh,22/09/2020,Phòng trọ,2.2158964012891964,1.6250000000000002
795,1645665,"Cho thuê căn hộ dịch vụ 40m2, Tân Bình gần Etown, có ban công",7.0,40.0,Tân Bình,Hồ Chí Minh,22/09/2020,Căn hộ,3.322310410225767,3.20001724137931
796,1645961,Phòng Trọ Era Town Cho Thuê Từ 2tr - 3tr6.Liên hệ : 0822066719 (Thành Lợi),2.0,10.0,Quận 7,Hồ Chí Minh,23/09/2020,Phòng trọ,2.2158964012891964,2.6204352741661956
797,1646179,"Phòng đẹp mới sửa cho thuê trung tâm Q.10, xách đồ vào ở ngay",5.0,32.0,Quận 10,Hồ Chí Minh,23/09/2020,Phòng trọ,2.2158964012891964,2.520494469746259
798,1650748,Phòng trọ cho thuê đường Lê Đình Cẩn Quận Bình Tân TP.HCM,2.0,12.0,Bình Tân,Hồ Chí Minh,30/09/2020,Phòng trọ,2.2158964012891964,1.5922038980509747
799,1651607,"Cho thuê phòng trọ mới 14m2, có gác đúc, khu vực an ninh, yên tĩnh",1.5,14.0,Quận 12,Hồ Chí Minh,01/10/2020,Phòng trọ,2.2158964012891964,1.4984326018808778
800,1651684,"Phòng cho thuê an toàn, sạch sẽ, có WC trong phòng và không chung chủ",2.3,14.0,Quận 4,Hồ Chí Minh,01/10/2020,Phòng trọ,2.2158964012891964,2.09375
801,1651875,Cho Nữ thuê phòng trọ. quận Bình Tân. khu vực không ngập nước.,1.6,12.0,Bình Tân,Hồ Chí Minh,01/10/2020,Phòng trọ,2.2158964012891964,1.5922038980509747
802,1652449,Căn hộ dịch vụ MỚI XÂY đường Hoàng Văn Thụ - Quận Phú Nhuận,5.3,25.0,Phú Nhuận,Hồ Chí Minh,02/10/2020,Căn hộ,3.322310410225767,3.271339739966083
803,1655123,Cho thuê phòng trọ đường S2 Phường Tây Thạnh Quận Tân Phú (KCN Tân Bình),1.0,22.0,Tân Phú,Hồ Chí Minh,06/10/2020,Phòng trọ,2.2158964012891964,2.0499361430395915
804,1655636,Phòng trọ giá rẻ cho thuê ở quận bình thạnh,2.2,15.0,Bình Thạnh,Hồ Chí Minh,07/10/2020,Phòng trọ,2.2158964012891964,2.488339645206299
805,1655756,"Phòng trọ cho sinh viên nữ cho thuê gần trường Đại Học Học Sư Phạm, ĐH Sài Gòn, ĐH KH Tự Nhiên, Quận 1, 5",1.6,15.0,Quận 1,Hồ Chí Minh,07/10/2020,Phòng trọ,2.2158964012891964,3.563218390804598
806,1656475,"Phòng cho thuê tại Quận 7 full nội thất cho Sinh viên, nhân viên văn phòng chỉ từ 2 triệu / tháng.",2.0,30.0,Quận 7,Hồ Chí Minh,08/10/2020,Phòng trọ,2.2158964012891964,2.6204352741661956
807,1656509,Cho thuê phòng trọ tại mặt tiền đường Nguyễn Văn Linh Quận 7. Chỉ từ hai triệu / tháng.LH:0906.908.602,2.0,30.0,Quận 7,Hồ Chí Minh,08/10/2020,Phòng trọ,2.2158964012891964,2.6204352741661956
808,1656517,"Cho thuê căn hộ 40m2 1PN, Âu Dương Lân, Full nội thất dọn vào ở ngay",7.0,40.0,Quận 8,Hồ Chí Minh,08/10/2020,Căn hộ,3.322310410225767,2.557029177718833
809,1657401,Cho Thuê Căn Hộ Cao cấp mini - giá sinh viên,4.0,25.0,Tân Bình,Hồ Chí Minh,09/10/2020,Căn hộ,3.322310410225767,3.20001724137931
810,1658918,Cho Thuê Căn Hộ Mini Cao Cấp Giá Rẻ - Ưu Đãi Sinh Viên Đại Học Công Nghiệp Thực Phẩm (HUFI),3.5,25.0,Tân Phú,Hồ Chí Minh,12/10/2020,Căn hộ,3.322310410225767,2.0499361430395915
811,1664662,"Tìm Nữ ở ghép - ngay TTQ1,Hồ con rùa, giá rẻ, GTD,có bếp nấu ăn -Sau lưng CV Thảo cầm viên",1.3,70.0,Bình Thạnh,Hồ Chí Minh,20/10/2020,Phòng ở ghép,1.0,2.488339645206299
812,1664901,Cho thuê CHDV mini 25m2 full nội thất gần cầu Trần Khánh Dư khu ẩm thực Phan Xích Long,4.5,25.0,Phú Nhuận,Hồ Chí Minh,20/10/2020,Khác,4.030355856504826,3.271339739966083
813,1665389,"Cho thuê phòng trọ ở đường Đinh Tiên Hoàng, Bình Thạnh, giá tốt",2.8,25.0,Bình Thạnh,Hồ Chí Minh,21/10/2020,Phòng trọ,2.2158964012891964,2.488339645206299
814,1668850,Cho Thuê Phòng Trọ Giá Rẻ - Có Gác - Tân Bình,3.0,28.0,Tân Bình,Hồ Chí Minh,26/10/2020,Phòng trọ,2.2158964012891964,3.20001724137931
815,1669100,Cho Thuê Phòng Trọ Có Gác Giá Rẻ- Tây Thạnh.,3.1,25.0,Tân Phú,Hồ Chí Minh,26/10/2020,Phòng trọ,2.2158964012891964,2.0499361430395915
816,1669226,Cho Thuê Phòng Trọ Sinh Viên Giá Rẻ - Gò Vấp,3.0,30.0,Gò Vấp,Hồ Chí Minh,26/10/2020,Phòng trọ,2.2158964012891964,1.9714989444053483
817,1669602,"Phòng trọ giá rẻ trung tâm quận 5 gần các trường ĐH, chợ, siêu thị, cửa hàng tiện lợi",1.5,9.0,Quận 5,Hồ Chí Minh,27/10/2020,Phòng trọ,2.2158964012891964,2.4362818590704647
818,1669890,Cho Thuê Căn Hộ Full Nội Thất Giá Rẻ- Trường Chinh -Tân Bình.,4.5,30.0,Tân Bình,Hồ Chí Minh,27/10/2020,Căn hộ,3.322310410225767,3.20001724137931
819,1671983,"Cho Thuê Phòng Trọ Giá Rẻ-Đường CN1 , Bình Tân Tân Phú.",4.1,25.0,Bình Tân,Hồ Chí Minh,30/10/2020,Phòng trọ,2.2158964012891964,1.5922038980509747
820,1671988,"Cho Thuê Phòng Trọ Giá Rẻ Có Gác - Đường CN1 , Bình Tân Tân Phú.",4.1,25.0,Bình Tân,Hồ Chí Minh,30/10/2020,Phòng trọ,2.2158964012891964,1.5922038980509747
821,1672247,Phòng trọ giá rẻ - Phan Huy Ích - P15 - Tân Bình.,3.6,30.0,Tân Bình,Hồ Chí Minh,30/10/2020,Phòng trọ,2.2158964012891964,3.20001724137931
822,1674422,"Tìm 1 Nữ ở ghép - giá rẻ-GTD, gần Landmak 81 tầng,5p ra Q1 - sau lưng CV Thảo Cầm Viên",1.3,70.0,Bình Thạnh,Hồ Chí Minh,03/11/2020,Phòng ở ghép,1.0,2.488339645206299
823,1674687,Cho thuê phòng trọ gò vấp diện tích 25m2 cho sinh viên ai có thiện chí xin liên hệ ạ có cọc trước 1 thág,1.5,25.0,Gò Vấp,Hồ Chí Minh,03/11/2020,Phòng trọ,2.2158964012891964,1.9714989444053483
824,1681261,Phòng trọ giá rẻ - Tân Sơn - P15 - Tân Bình,2.9,25.0,Tân Bình,Hồ Chí Minh,12/11/2020,Phòng trọ,2.2158964012891964,3.20001724137931
825,1681328,"Phòng trọ sinh viên , 30m2 giờ tự do , gác lửng - Tân Bình",3.0,30.0,Tân Bình,Hồ Chí Minh,12/11/2020,Phòng trọ,2.2158964012891964,3.20001724137931
826,1681891,"Phòng trọ giá rẻ , an ninh - Hoàng Hoa Thám , Bình thạnh",3.05,19.0,Bình Thạnh,Hồ Chí Minh,12/11/2020,Phòng trọ,2.2158964012891964,2.488339645206299
827,1681902,Cho thuê phòng trọ giá rẻ Nguyễn Công Hoan,3.5,20.0,Phú Nhuận,Hồ Chí Minh,12/11/2020,Phòng trọ,2.2158964012891964,3.271339739966083
828,1682315,Cho thuê căn hộ mini full nội thất giá rẻ quận gò vấp,4.5,35.0,Gò Vấp,Hồ Chí Minh,13/11/2020,Căn hộ,3.322310410225767,1.9714989444053483
829,1682682,Cho Thuê Phòng Trọ Full Nội Thất-Cách Aeon Tân Phú 5p,4.0,32.0,Tân Phú,Hồ Chí Minh,13/11/2020,Phòng trọ,2.2158964012891964,2.0499361430395915
830,1683005,"Cho thuê phòng trung tam Quận 7 giá từ 2tr7, nội thất cơ bản, full nội thất, phòng studio, phòng duplex",2.7,30.0,Quận 7,Hồ Chí Minh,14/11/2020,Phòng trọ,2.2158964012891964,2.6204352741661956
831,1683900,"Tìm 1 bạn Nữ ở ghép-CC Ngô Tất Tố,ngay sát CV Thảo Cầm Viên Q1,Hồ Con rùa",1.3,70.0,Bình Thạnh,Hồ Chí Minh,16/11/2020,Phòng ở ghép,1.0,2.488339645206299
832,1684110,"Cho thuê phòng trên cao ở Quận 10, ưu tiên sinh viên hoặc người đi làm là nữ",2.5,25.0,Quận 10,Hồ Chí Minh,16/11/2020,Phòng trọ,2.2158964012891964,2.520494469746259
833,1684278,"Cho thuê phòng giá rẻ QUẬN 5, sát bên QUẬN 10",1.5,9.0,Quận 5,Hồ Chí Minh,16/11/2020,Phòng trọ,2.2158964012891964,2.4362818590704647
834,1684610,"Cho thuê căn hộ dịch vụ nội thất đầy đủ, mới xây dựng xong, gần chợ Phạm Văn Hai, quận Tân Bình. Chỉ từ 4 triệu/tháng",4.0,28.0,Tân Bình,Hồ Chí Minh,17/11/2020,Căn hộ,3.322310410225767,3.20001724137931
835,1685638,"Cho thuê phòng trọ đường Kha Vạn Cân, phòng mới, hẻm rộng, chủ trọ dễ thương",2.0,20.0,Thủ Đức,Hồ Chí Minh,18/11/2020,Phòng trọ,2.2158964012891964,1.85
836,1690963,"Cho Nữ thuê nhà hẻm 441 Điện Biên Phủ, Bình Thạnh",5.0,30.0,Bình Thạnh,Hồ Chí Minh,25/11/2020,Khác,4.030355856504826,2.488339645206299
837,1692752,"Phòng trọ thoáng mát, Khu Dân cư nam Hùng Vương-Bình tân, 2tr./tháng, gần Q6",2.0,28.0,Quận 6,Hồ Chí Minh,27/11/2020,Căn hộ,3.322310410225767,1.6250000000000002
838,1695248,"Cho thuê phòng 45/144A, Nguyễn Văn Đậu Phường 6, Quận Bình Thạnh, TPHCM",3.0,18.0,Bình Thạnh,Hồ Chí Minh,01/12/2020,Phòng trọ,2.2158964012891964,2.488339645206299
839,1696004,Cho thuê phòng trọ 2 triệu 3 một tháng nhà mới xây!,2.3,12.0,Tân Bình,Hồ Chí Minh,02/12/2020,Phòng trọ,2.2158964012891964,3.20001724137931
840,1696278,Phòng trọ sinh viên 15m2 giá rẻ 2.5tr/tháng mới sơn sửa sạch sẽ,2.5,15.0,Gò Vấp,Hồ Chí Minh,03/12/2020,Phòng trọ,2.2158964012891964,1.9714989444053483
841,1696746,"Cho thuê phòng 14 mét vuông ,Số 96/ 1b Duy Tân phú nhuận tp Hcm",2.7,14.0,Phú Nhuận,Hồ Chí Minh,03/12/2020,Phòng trọ,2.2158964012891964,3.271339739966083
842,1696769,Phòng sạch sẽ cao cấp cho thuê khu vực Tân Phú - Tân Bình,3.0,18.0,Tân Phú,Hồ Chí Minh,03/12/2020,Phòng trọ,2.2158964012891964,2.0499361430395915
843,1697252,Nhà Trị Sạch Đẹp Quận Bình Tân 2.5TR - Phòng 20m2,2.5,20.0,Bình Tân,Hồ Chí Minh,04/12/2020,Phòng trọ,2.2158964012891964,1.5922038980509747
844,1697587,Cho thuê phòng trọ cao cấp. Khu trung tâm TP,3.0,25.0,Quận 8,Hồ Chí Minh,04/12/2020,Phòng trọ,2.2158964012891964,2.557029177718833
845,1697697,Cho thuê nhà quận 3 35m2 giá 3 triệu đường Trường Sa,3.0,35.0,Quận 3,Hồ Chí Minh,04/12/2020,Khác,4.030355856504826,3.0926301555104803
846,1699751,"Cho thuê phòng đường số 2 phường 5 quận 8, đầy đủ nội thất",3.0,25.0,Quận 8,Hồ Chí Minh,08/12/2020,Phòng trọ,2.2158964012891964,2.557029177718833
847,1700311,"Cho thuê phòng địa chỉ: số 002, Lô F, chung cư Nguyễn Trãi, đường Mạc Thiên Tích, phường 08, quận 05, TPHCM",2.5,20.0,Quận 5,Hồ Chí Minh,09/12/2020,Căn hộ,3.322310410225767,2.4362818590704647
848,1701096,Cho thuê phòng trọ cao cấp tại xã Vĩnh Lộc A huyện Bình Chánh diện tích 30 m2.,2.0,30.0,Bình Chánh,Hồ Chí Minh,10/12/2020,Phòng trọ,2.2158964012891964,2.056426332288401
849,1703328,"Cho thuê phòng trọ đường Lê Đức Thọ, p 13",1.5,12.0,Gò Vấp,Hồ Chí Minh,13/12/2020,Phòng trọ,2.2158964012891964,1.9714989444053483
850,1703532,CHO THUÊ PHÒNG TRỌ 197 TRẦN BÁ GIAO P5 QUẬN GÒ VẤP,2.6,20.0,Gò Vấp,Hồ Chí Minh,14/12/2020,Phòng trọ,2.2158964012891964,1.9714989444053483
851,1705268,"Cho thuê phòng mini cao cấp, DT 65m2, 2PN,có ban công rộng rãi,full nội thất, Q.12 giá tốt",4.5,,Quận 12,Hồ Chí Minh,04/05/2021,Phòng trọ,2.2158964012891964,1.4984326018808778
852,1705800,Phòng cho thuê quận 8 khu an ninh có vệ sinh riêng,1.5,16.0,Quận 8,Hồ Chí Minh,16/12/2020,Phòng trọ,2.2158964012891964,2.557029177718833
853,1705866,"Cho thuê nhà trọ quận 8 có gác, phòng lớn tiện nghi 30m2 Giá rẻ",3.0,30.0,Quận 8,Hồ Chí Minh,16/12/2020,Phòng trọ,2.2158964012891964,2.557029177718833
854,1707421,"Cho thuê phòng giá rẻ-82 Hoàng Xuân Nhị, Phú Trung, Tân Phú HCM",2.0,20.0,Tân Phú,Hồ Chí Minh,18/12/2020,Phòng trọ,2.2158964012891964,2.0499361430395915
855,1708952,Cho thuê phòng trọ mới xây 20m2 đủ tiện ích 2tr5,2.5,20.0,Gò Vấp,Hồ Chí Minh,21/12/2020,Phòng trọ,2.2158964012891964,1.9714989444053483
856,1710171,"Cho thuê phòng ĐẸP gần ngã tư Trần Khánh Dư -Trần Khắc Chân, Q1 giá rẻ",3.0,15.0,Quận 1,Hồ Chí Minh,23/12/2020,Phòng trọ,2.2158964012891964,3.563218390804598
857,1710370,Phòng 20 m2 cửa sổ ban công tại 22 ALinh Trung cho thuê,3.5,20.0,Thủ Đức,Hồ Chí Minh,23/12/2020,Phòng trọ,2.2158964012891964,1.85
858,1710645,Phòng cho thuê quận 8 khu an ninh có vệ sinh riêng có camera an ninh,1.5,16.0,Quận 8,Hồ Chí Minh,23/12/2020,Phòng trọ,2.2158964012891964,2.557029177718833
859,1711665,Phòng trọ trung tam quận Tân Bình mới xây,1.004,15.0,Tân Bình,Hồ Chí Minh,25/12/2020,Phòng trọ,2.2158964012891964,3.20001724137931
860,1712179,"Cho thuê phòng trọ quận 11, Lò Siêu, p 8",2.2,15.0,Quận 11,Hồ Chí Minh,26/12/2020,Phòng trọ,2.2158964012891964,1.6710875331564987
861,1712588,"Cho thuê nhà nguyên căn quận 7, thành phố Hồ Chí Minh",3.0,38.0,Quận 7,Hồ Chí Minh,26/12/2020,Khác,4.030355856504826,2.6204352741661956
862,1712696,Cho thuê phòng trọ 20m2 dường Đồng Đen Tân Bình,2.2,20.0,Tân Bình,Hồ Chí Minh,27/12/2020,Phòng trọ,2.2158964012891964,3.20001724137931
863,1713894,"Cho thuê phòng trọ có gác lửng 70/15 Nguyễn Sỹ Sách 2 Triệu Tel C. Lượt : 0783.544.244 (có thang máy, hầm xe)",2.0,30.0,Tân Bình,Hồ Chí Minh,29/12/2020,Phòng trọ,2.2158964012891964,3.20001724137931
864,1715727,Phòng trọ đường Đồng Đen quận Tân Bình 20m2,2.2,20.0,Tân Bình,Hồ Chí Minh,17/02/2021,Phòng trọ,2.2158964012891964,3.20001724137931
865,1716268,"Tôi chính chủ cho thuê phòng trọ Gò Vấp 205/41/34, Phạm Văn Chiêu, giá 2,2tr",2.2,18.0,Gò Vấp,Hồ Chí Minh,02/02/2021,Phòng trọ,2.2158964012891964,1.9714989444053483
866,1717947,"Tôi chính chủ cho thuê phòng trọ Phan Huy Ích Gò Vấp, Giá 2,2tr",2.2,16.0,Gò Vấp,Hồ Chí Minh,06/01/2021,Phòng trọ,2.2158964012891964,1.9714989444053483
867,1718504,Cho thuê phòng studio cao cấp - Đầy đủ nội thất,7.0,30.0,Quận 2,Hồ Chí Minh,06/01/2021,Phòng trọ,2.2158964012891964,8.721003134796238
868,1718611,Cho thuê phòng trọ 20m2 đường Đồng Đen Quận Tân Bình,2.2,20.0,Tân Bình,Hồ Chí Minh,08/03/2021,Phòng trọ,2.2158964012891964,3.20001724137931
869,1718720,"Tôi chính chủ cho thuê phòng trọ Phạm Văn Chiêu Gò Vấp, Giá 2,6tr",2.6,16.0,Gò Vấp,Hồ Chí Minh,07/01/2021,Phòng trọ,2.2158964012891964,1.9714989444053483
870,1719007,"Tôi chính chủ cho thuê phòng trọ Khu Biệt Thự đường 53, Gò Vấp, Giá 3tr",3.0,18.0,Gò Vấp,Hồ Chí Minh,07/01/2021,Phòng trọ,2.2158964012891964,1.9714989444053483
871,1720964,Phòng trọ bình dân 30m2 gần CĐ điện lực có hỗ trợ mùa dịch,1.5,30.0,Quận 12,Hồ Chí Minh,11/01/2021,Phòng trọ,2.2158964012891964,1.4984326018808778
872,1721284,"Tôi chính chủ Cho Thuê Phòng Trọ Lê Đức Thọ quận Gò Vấp giá 3,5tr",3.5,20.0,Gò Vấp,Hồ Chí Minh,11/01/2021,Phòng trọ,2.2158964012891964,1.9714989444053483
873,1721550,"Phòng 25m2,M.lạnh, M.N nóng gần ĐHYD, BV Chợ Rẫy,BV Hùng vương,hình thật, để xe miễn phí,khu an ninh",3.4,25.0,Quận 5,Hồ Chí Minh,11/01/2021,Phòng trọ,2.2158964012891964,2.4362818590704647
874,1721923,"Cho nữ thuê Phòng trọ quận Bình Thạnh, 25m2 mới đẹp, ban công, cửa sổ, hẻm 7m. Giá rẻ, mới đẹp.",4.0,25.0,Bình Thạnh,Hồ Chí Minh,12/01/2021,Phòng trọ,2.2158964012891964,2.488339645206299
877,1722910,"Phòng trọ nữ ở ghép quận Phú Nhuận (2 người) – 2,1 triệu/1 phòng",2.1,15.0,Phú Nhuận,Hồ Chí Minh,14/01/2021,Phòng ở ghép,1.0,3.271339739966083
878,1722938,Phòng Trọ rộng rãi thoáng mát đường Phan Huy Ích 2tr/tháng,2.0,20.0,Gò Vấp,Hồ Chí Minh,14/01/2021,Phòng trọ,2.2158964012891964,1.9714989444053483
879,1723111,Sakura building cho thuê phòng trọ giảm ngay 500k từ ngày 01/01-20/02,2.45,12.0,Tân Bình,Hồ Chí Minh,14/01/2021,Phòng trọ,2.2158964012891964,3.20001724137931
880,1723350,Cho thuê Phòng Trọ rộng rãi thoáng mát 100m ra Lê Đức Thọ 3.2tr/tháng,3.2,25.0,Gò Vấp,Hồ Chí Minh,14/01/2021,Phòng trọ,2.2158964012891964,1.9714989444053483
881,1723590,"Cho nữ thuê Phòng trọ quận Bình Thạnh, 25m2 mới đẹp, ban công, cửa sổ, hẻm 7m, xe tải vô tận nơi",4.0,25.0,Bình Thạnh,Hồ Chí Minh,26/04/2022,Phòng trọ,2.2158964012891964,2.488339645206299
882,1727939,"Chính chủ cho thuê phòng đẹp, đủ tiện nghi, Lê Văn Lương, Q7.",3.0,25.0,Quận 7,Hồ Chí Minh,25/01/2021,Phòng trọ,2.2158964012891964,2.6204352741661956
883,1729419,Phòng Lớn Ban Công 30 m2 Cộng Hòa Gần Phú Nhuận 5 Triệu Đồng,5.0,30.0,Tân Bình,Hồ Chí Minh,28/01/2021,Phòng trọ,2.2158964012891964,3.20001724137931
884,1729697,"GIẢM NGAY 500K - Phòng có gác , cửa sổ thoáng - Hoàng Bật Đạt Tân Bình",3.8,30.0,Tân Bình,Hồ Chí Minh,29/01/2021,Phòng trọ,2.2158964012891964,3.20001724137931
885,1730084,Cho thuê phòng dịch vụ quận 3 trung tâm cmt8,4.0,20.0,Quận 3,Hồ Chí Minh,30/01/2021,Phòng trọ,2.2158964012891964,3.0926301555104803
886,1730085,Cho thuê phòng dịch vụ trung tâm quận 3 đường CMT8,4.0,20.0,Quận 3,Hồ Chí Minh,30/01/2021,Phòng trọ,2.2158964012891964,3.0926301555104803
887,1730101,"Phòng cho thuê 1,4-2,8tr ở 243A/58 Hoàng Diệu, F8, Q4",1.4,12.0,Quận 4,Hồ Chí Minh,30/01/2021,Phòng trọ,2.2158964012891964,2.09375
888,1730297,Phòng trọ mới sạch đẹp Bình Thạnh hàng Xanh thị Nghè,4.5,22.0,Bình Thạnh,Hồ Chí Minh,31/01/2021,Phòng trọ,2.2158964012891964,2.488339645206299
889,1731068,Cho thuê phòng trọ 12m2 mặt tiền đường Lê Đức Thọ,1.5,12.0,Gò Vấp,Hồ Chí Minh,06/03/2021,Phòng trọ,2.2158964012891964,1.9714989444053483
890,1731821,"Cho thuê phòng trọ đường Đồng Đen, Quận Tân Bình diện tích 20m2",2.3,20.0,Tân Bình,Hồ Chí Minh,17/02/2021,Phòng trọ,2.2158964012891964,3.20001724137931
891,1731834,Cho thuê phòng trọ chính chủ huyện Nhà Bè,3.2,22.8,Nhà Bè,Hồ Chí Minh,17/02/2021,Phòng trọ,2.2158964012891964,2.0973630831643004
892,1731925,Phòng cho thuê giá 2.300.000đ (Nhà 3 lầu mới xây xong),2.3,12.0,Tân Bình,Hồ Chí Minh,18/02/2021,Phòng trọ,2.2158964012891964,3.20001724137931
893,1731987,Cho thuê phòng trọ sạch sẽ thoáng mát yên tĩnh 30m2,3.5,30.0,Quận 10,Hồ Chí Minh,18/02/2021,Phòng trọ,2.2158964012891964,2.520494469746259
894,1732796,"Cho thuê phòng đẹp có nội thất số 88 Nguyễn Trường Tộ, Q1, giá tốt",4.0,15.0,Quận 4,Hồ Chí Minh,22/02/2021,Phòng trọ,2.2158964012891964,2.09375
895,1733251,Phòng trọ mới đẹp Bình Thạnh hàng Xanh thị Nghè,4.5,20.0,Bình Thạnh,Hồ Chí Minh,23/02/2021,Phòng trọ,2.2158964012891964,2.488339645206299
896,1735420,Phòng trọ cho sạch sẽ thoáng mát cho nữ ở quận 4 TpHCM,1.8,20.0,Quận 4,Hồ Chí Minh,01/03/2021,Phòng trọ,2.2158964012891964,2.09375
897,1736452,"Cho thuê phòng ghép(nữ) Phường Đa Kao, Quận 1, tp Hồ Chí Minh",1.2,28.0,Quận 1,Hồ Chí Minh,03/03/2021,Phòng ở ghép,1.0,3.563218390804598
898,1737190,Nhà Mới Xây Full Nội Thất 25m2| Giá Rẻ| Ngay BV Quận 6Nhà Mới Xây Full Nội Thất 25m2| Giá Rẻ| Ngay BV Quận 6,4.2,32.0,Quận 6,Hồ Chí Minh,15/04/2021,Khác,4.030355856504826,1.6250000000000002
899,1737314,"Cho thuê phòng đẹp, giá tốt ở 114 Bùi Quang Là, Phường 14, quận Gò Vấp",3.4,25.0,Gò Vấp,Hồ Chí Minh,05/03/2021,Phòng trọ,2.2158964012891964,1.9714989444053483
900,1738655,Cho thuê phòng sát trường ĐH Mỹ Thuật Bình Thạnh,3.5,18.0,Bình Thạnh,Hồ Chí Minh,08/03/2021,Phòng trọ,2.2158964012891964,2.488339645206299
901,1739045,"Cho thuê phòng trọ mới, đẹp đường Bạch Đằng, gần công viên Gia Định",2.5,15.0,Tân Bình,Hồ Chí Minh,09/03/2021,Phòng trọ,2.2158964012891964,3.20001724137931
902,1739166,"Nhà trọ đẹp, tiện nghi khu dân cư an ninh trung tâm Q.10",3.0,16.0,Quận 10,Hồ Chí Minh,09/03/2021,Căn hộ,3.322310410225767,2.520494469746259
903,1739390,Cho thuê phòng trọ giá rẻ phường Tân Qui Q7,2.0,20.0,Quận 7,Hồ Chí Minh,10/03/2021,Phòng trọ,2.2158964012891964,2.6204352741661956
904,1739532,"Cho thuê nhà trọ q5, giá rẻ dt 20m2, 2 cửa xổ, sạch sẽ, thoáng mát giá 2.5tr/ tháng, nước bao, điện 4000đ/kw, có chỗ để xe không tính tiền",2.5,20.0,Quận 5,Hồ Chí Minh,10/03/2021,Phòng trọ,2.2158964012891964,2.4362818590704647
905,1739552,"Phòng Q.7 gần LOTTE (ban công lớn,cửa sổ)",3.8,25.0,Quận 7,Hồ Chí Minh,10/12/2021,Phòng trọ,2.2158964012891964,2.6204352741661956
906,1739811,Ký túc xá free điện nước wifi Chu Văn An Bình Thạnh,1.65,30.0,Bình Thạnh,Hồ Chí Minh,10/03/2021,KTX,1.481689296269328,2.488339645206299
907,1740950,Cần cho thuê Ký Túc Xá dịch vụ hiện đại khu vực Thủ Đức,1.5,5.0,Thủ Đức,Hồ Chí Minh,15/05/2021,KTX,1.481689296269328,1.85
908,1742398,"Cho thuê phòng trọ , giờ tự do 24/24, có gác , máy lạnh , kv thoáng mát , an ninh",2.8,25.0,Bình Tân,Hồ Chí Minh,16/03/2021,Phòng trọ,2.2158964012891964,1.5922038980509747
909,1743219,"Cho thuê phòng full nội thất, khu sầm uất nhất Q10 MT đường 3/2, P14",5.0,20.0,Quận 10,Hồ Chí Minh,17/03/2021,Phòng trọ,2.2158964012891964,2.520494469746259
910,1743341,Phòng trọ Phạm Văn Bạch Tân Bình chỉ 3tr,3.0,20.0,Tân Bình,Hồ Chí Minh,17/03/2021,Phòng trọ,2.2158964012891964,3.20001724137931
911,1743365,Phòng trọ chỉ 3tr2 đường Thống Nhất Gò Vấp,3.2,16.0,Gò Vấp,Hồ Chí Minh,17/03/2021,Phòng trọ,2.2158964012891964,1.9714989444053483
