Id,Title,Price(Triệu/tháng),Square(m²),District,City,Date
198760,Cần tìm người ở ghép - phòng trọ mặt tiền quận 10,1.5,12.0,Quận 10,Hồ Chí Minh,03/07/2018 
199491,"Ở ghép tại căn hộ 2PN đủ nội thất, CC Ngô Tất Tố, Bình Thạnh, 2tr/bạn/th, bao điện nước net",,70.0,Bình Thạnh,Hồ Chí Minh,02/07/2018 
201075,"Cho thuê phòng mới 100% full nội thất đường Hoàng Hoa Thám, quận Tân Bình 32m2, 5tr/th",5.0,32.0,Tân Bình,Hồ Chí Minh,03/07/2018 
201393,"Share phòng căn hộ chung cư Belleza, 3PN",4.0,,Quận 7,Hồ Chí Minh,03/07/2018 
202418,Cho nữ thuê phòng trọ đầy đủ tiện nghi tại trung tâm quận 1,3.5,14.0,Quận 1,Hồ Chí Minh,06/07/2018 
202448,"Cho thuê phòng trọ đường Khuông Việt (gần Đầm Sen, Âu Cơ, Luỹ Bán Bích)",2.3,14.0,Tân Phú,Hồ Chí Minh,04/07/2018 
203212,Ký túc xá cao cấp 400K ngay ETown Cộng Hòa dành cho sinh viên và người đi làm,0.4,,Tân Bình,Hồ Chí Minh,03/07/2018 
204218,"Còn 1 phòng full nội thất, đường D2 (40m2)",5.0,40.0,Bình Thạnh,Hồ Chí Minh,03/07/2018 
205238,"Cho thuê phòng có gác, số 860/59 Huỳnh Tấn Phát, Q. 7, giá từ 2.5 - 3.5tr/th",3.5,25.0,Quận 7,Hồ Chí Minh,03/07/2018 
205480,Ký túc xá cao cấp gần ĐH CN Thực Phẩm Q. Tân Phú dành cho nam/nữ sinh viên và người đi làm,0.4,,Tân Bình,Hồ Chí Minh,03/07/2018 
205583,"Cho thuê phòng mới đẹp full nội thất đường Cộng Hòa, Quận Tân Bình giờ giấc tự do, WC riêng",3.5,15.0,Tân Bình,Hồ Chí Minh,03/07/2018 
206712,"Phòng trọ mới xây, cực kỳ mát mẻ, sang trọng ngay trung tâm",3.6,25.0,Bình Thạnh,Hồ Chí Minh,03/07/2018 
206900,"Cho 1-2 nữ ở ghép phòng trong nhà nguyên căn, không chung chủ",,350.0,Bình Thạnh,Hồ Chí Minh,03/07/2018 
206973,Cho thuê phòng mới đẹp full nội thất ngay gần Etown Cộng Hòa Quận Tân Bình. DT 15m2 - 32m2 - 60m2,5.0,32.0,Tân Bình,Hồ Chí Minh,03/07/2018 
207128,"Cho thuê phòng trọ cao cấp, đầy đủ tiện nghi, giá rẻ, gia đình ở lâu dài, Bình Tân",2.8,22.0,Bình Tân,Hồ Chí Minh,04/07/2018 
208313,"Cho thuê phòng mới 2 triệu tại đường 30, phường 6, Gò Vấp",2.0,20.0,Gò Vấp,Hồ Chí Minh,03/07/2018 
208754,"Phòng trọ yên tĩnh, sạch đẹp cho sinh viên NVVP",1.7,14.0,Tân Bình,Hồ Chí Minh,03/07/2018 
209720,Phong nội thất cao cấp khu phố tây Đề Thám,5.5,25.0,Quận 1,Hồ Chí Minh,03/07/2018 
210189,"Cho thuê phòng trọ tại D1, Bình Thạnh cách Vinhomes Central Park 500m, giá 4tr2/tháng",4.2,25.0,Bình Thạnh,Hồ Chí Minh,03/07/2018 
210809,"Phòng trọ cao cấp như căn hộ giá rẻ cho sinh viên, gần Hàng Xanh, Hutech giảm 10%",4.8,28.0,Bình Thạnh,Hồ Chí Minh,03/07/2018 
210883,"Phòng trọ đẹp , mới xây, full nội thất (gần sân bay ) tại 139 Thành mỹ giá từ 3t5",3.5,25.0,Tân Bình,Hồ Chí Minh,03/07/2018 
211322,Phòng và phòng dạng căn hộ mini cao cấp vòng xoay Lê Đại Hành,7.0,30.0,Tân Bình,Hồ Chí Minh,03/07/2018 
211505,"Cho thuê phòng trọ cao cấp, 164/8 Trần Quốc Thảo, Quận 3",7.0,30.0,Quận 3,Hồ Chí Minh,03/07/2018 
211546,"Cho thuê phòng cao cấp đầy đủ tiện nghi 80/40/14 Nguyễn Hồng Đào, Tân Bình",3.5,20.0,Tân Bình,Hồ Chí Minh,03/07/2018 
211710,"Cho thuê phòng full nội thất quận Bình Thạnh, gần Vinhome Central Park",3.5,25.0,Bình Thạnh,Hồ Chí Minh,04/07/2018 
211747,"Phòng cho thuê quận Bình Thạnh, liên hệ 01224724810",3.5,25.0,Bình Thạnh,Hồ Chí Minh,04/07/2018 
211752,"Phòng đường Nguyễn Văn Linh gần góc Huỳnh Tấn Phát, gồm 1 trệt, 1 gác lửng với giá chỉ 2.3 triệu",2.3,12.0,Quận 7,Hồ Chí Minh,03/07/2018 
211848,"Phòng ban công-máy Lạnh gần Lotte Mart Q7 cầu Him Lam. Giá rẻ 3,6tr cho nam sinh viên Tôn Đức Thắng",3.6,18.0,Bình Chánh,Hồ Chí Minh,04/07/2018 
211875,"Cho thuê phòng trọ mới 100% trung tâm quận Tân Phú gần Đầm Sen ,phòng 15 m2 giá từ 1,6 triệu",,15.0,Tân Phú,Hồ Chí Minh,04/07/2018 
211923,"Phòng trọ 1159 Huỳnh Tấn Phát, Q7. Giờ giấc tự do, chính chủ cho thuê",2.7,18.0,Quận 7,Hồ Chí Minh,04/07/2018 
212069,Phòng ở 1 người - 2.4tr máy lạnh - 41 Lê Cao Lãng - F Phú Thạnh - Q Tân Phú,2.4,16.0,Tân Phú,Hồ Chí Minh,04/07/2018 
212229,Căn hộ giá rẻ ngay quận 1 kế bên phòng khám Ngọc Lan,6.0,,Quận 1,Hồ Chí Minh,04/07/2018 
212282,"Cho thuê phòng mới xây tại 12/8, khu phố 2 hẻm 225 đường Trường Chinh, Phường Tân Thới Nhất, Q.12",2.3,15.0,Quận 12,Hồ Chí Minh,04/07/2018 
212284,"Cho thuê phòng 38/41/10 Nguyễn Thiện Thuật, P. 24, Bình Thạnh",3.5,30.0,Bình Thạnh,Hồ Chí Minh,04/07/2018 
213368,"Phòng trọ mới đẹp cho thuê đường Chu Văn An có máy lạnh, giá thuê 3,2tr/th",3.2,,Bình Thạnh,Hồ Chí Minh,04/07/2018 
213583,"Cho thuê phòng trọ có máy lạnh giá 2,5 tr/th, hẻm Đoàn Văn Bơ, liên hệ Lực: 0943524628",2.5,25.0,Quận 4,Hồ Chí Minh,04/07/2018 
213665,"Cho thuê phòng cao cấp full NT, chỉ việc vào là ở, 25m2 giờ giấc tự do không chung chủ, giá quá rẻ",5.2,25.0,Bình Thạnh,Hồ Chí Minh,04/07/2018 
213750,"Cho thuê phòng có ban công, full nội thất Lý Chính Thắng, Q3",6.0,25.0,Quận 3,Hồ Chí Minh,04/07/2018 
215245,"Phòng trọ 1159 Huỳnh Tấn Phát, giờ giấc tự do, giá rẻ, chính chủ cho thuê",2.7,,Quận 7,Hồ Chí Minh,04/07/2018 
215250,Cho nữ thuê giường tầng mô hình ký túc xá có hồ bơi,1.1,,Quận 8,Hồ Chí Minh,04/07/2018 
215255,Phòng trọ đẹp cần cho thuê tại 49/7D Nguyễn Hữu Cảnh - Phường 22 - Quận Bình Thạnh,,,Bình Thạnh,Hồ Chí Minh,04/07/2018 
215343,"Phòng đầy đủ tiện nghi 14 Bảy Hiền, Tân Bình",3.0,20.0,Tân Bình,Hồ Chí Minh,04/07/2018 
215360,"Phòng ban công, đầy đủ tiện nghi 35 Bạch Đằng",3.7,15.0,Tân Bình,Hồ Chí Minh,04/07/2018 
215381,"Phòng ban công, đầy đủ tiện nghi 55 Hồng Hà",3.7,15.0,Phú Nhuận,Hồ Chí Minh,04/07/2018 
215770,"Cho thuê phòng 50m2, 1PN, 1PK, 1PB, D2, Bình Thạnh",7.9,50.0,Bình Thạnh,Hồ Chí Minh,04/07/2018 
215929,"Phòng cho nữ thuê ở ghép giá rẻ tại quận Tân Phú, 1.800.000/tháng",1.8,12.0,Tân Phú,Hồ Chí Minh,04/07/2018 
216123,"Chính chủ cho thuê nguyên tầng lầu dạng Airbnb đủ nội thất gần cầu Thị Nghè, tầng 1 và 3",10.0,100.0,Bình Thạnh,Hồ Chí Minh,04/07/2018 
216367,Cho thuê phòng nội thất đầy đủ Nguyễn Trãi Q1,6.0,15.0,Quận 1,Hồ Chí Minh,04/07/2018 
216402,Cho thuê phòng nội thất đầy đủ rộng rãi ở Nguyễn Trãi Q1,10.5,30.0,Quận 1,Hồ Chí Minh,04/07/2018 
216671,"Cho thuê phòng tại 812 Trường Sa, P. 14, Q3, TP. HCM",5.0,21.0,Quận 3,Hồ Chí Minh,04/07/2018 
217038,"Phòng trọ cao cấp Trần Huy Liệu, Phú Nhuận, nội thất, bếp riêng, giờ tự do, mới 100%",4.4,20.0,Phú Nhuận,Hồ Chí Minh,04/07/2018 
217133,"Cho thuê phòng full nội thất, đẹp, đầy đủ tiện nghi, quận Phú Nhuận",4.7,25.0,Phú Nhuận,Hồ Chí Minh,04/07/2018 
217561,"Phòng có sẵn 101 và 201, 19 Hồ Biểu Chánh, TP. HCM",6.8,32.0,Phú Nhuận,Hồ Chí Minh,04/07/2018 
217659,"Phòng có sẵn 501 - 19 Hồ Biểu Chánh, TP. HCM",4.0,16.0,Phú Nhuận,Hồ Chí Minh,04/07/2018 
219210,"Cho thuê phòng cao cấp an ninh, sát MT D1 - Pearl Plaza, LH 0906810646",5.5,,Bình Thạnh,Hồ Chí Minh,06/07/2018 
220044,"Phòng full nội thất tại trung tâm Q1, Mr Cường 0907744004 Quản Lý (Liên hệ trực tiếp)",5.0,18.0,Quận 1,Hồ Chí Minh,05/07/2018 
220637,Phòng trọ mới xây sắp khai trương: Ngày 2/7/ 2018. Nhanh tay chọn phòng ưng ý,3.2,,Quận 7,Hồ Chí Minh,05/07/2018 
220779,"Căn hộ mini cao cấp mới xây 25m2 đủ tiện nghi 6tr/th, gần Thảo Cầm Viên Đài Truyền Hình TP",6.0,25.0,Bình Thạnh,Hồ Chí Minh,04/07/2018 
220905,"Phòng trọ sạch mới, giờ tự do, máy lạnh giường nệm, WC riêng",2.2,20.0,Bình Tân,Hồ Chí Minh,05/07/2018 
221613,"Cho thuê phòng trọ đường Đinh Bộ Lĩnh, phường 24, Bình Thạnh, Hồ Chí Minh",3.2,18.0,Bình Thạnh,Hồ Chí Minh,05/07/2018 
222588,"Cho thuê phòng Bùi Đình Túy, P24, Quận Bình Thạnh, 0945546000 chị Khánh",4.5,24.0,Bình Thạnh,Hồ Chí Minh,05/07/2018 
222869,"Cho thuê phòng trọ cao cấp khu Him Lam, full nội thất, bao điện nước. Giá 6 triệu/th LH 093508.1685",6.0,40.0,Quận 7,Hồ Chí Minh,05/07/2018 
223449,Căn hộ dịch vụ cho thuê trung tâm Q. 1 LH: 0906755796,10.0,20.0,Quận 1,Hồ Chí Minh,05/07/2018 
223583,"Hot nhanh tay thuê ngay phòng trọ tại đường Nhất Chi Mai, Q. Tân Bình. Giá chỉ từ 2.7-2.9 tr/th",2.7,20.0,Tân Bình,Hồ Chí Minh,05/07/2018 
223588,"Cho thuê nhà trọ Thanh Thảo 2, mặt tiền đường Mã Lò, Quận Bình Tân - 0907.228.795",2.7,25.0,Bình Tân,Hồ Chí Minh,05/07/2018 
223709,"Cho thuê phòng dạng Studio, full nội thất ở 89/.. Trần Quốc Toản, Q3",,25.0,Quận 3,Hồ Chí Minh,05/07/2018 
223727,"Cần cho thuê phòng trọ mới xây, có chỗ để xe, có wif, cáp, WC riêng. Giá chỉ từ 2.5 triệu",2.5,30.0,Quận 11,Hồ Chí Minh,05/07/2018 
224075,Phòng mới xây gần ngay chợ Gò Vấp đại học CN4 đường lê lợi p4,4.0,40.0,Gò Vấp,Hồ Chí Minh,05/07/2018 
224078,"Cho thuê phòng trọ, căn hộ mini, giá từ 2 - 4tr2/tháng. LH: 0981668110",2.0,,Quận 12,Hồ Chí Minh,05/07/2018 
224601,"Phòng đầy đủ nội thất gần sân bay, đường Yên Thế",4.5,30.0,Tân Bình,Hồ Chí Minh,05/07/2018 
224748,"Tôi cần cho thuê phòng Hoàng Diệu, Phú Nhuận. 40m2, có sân thượng, giá 4,8 triệu",4.8,40.0,Phú Nhuận,Hồ Chí Minh,05/07/2018 
224808,"Phòng đẹp 3.5 triệu/th ngay Thị Nghè, Thảo Cầm Viên, Bình Thạnh, đầy đủ tiện nghi",3.5,20.0,Bình Thạnh,Hồ Chí Minh,05/07/2018 
225936,"Phòng full nội thất giá rẻ đường Hoàng Hoa Thám, quận Tân Bình - WC riêng giờ tự do không chung chủ",3.5,14.0,Tân Bình,Hồ Chí Minh,05/07/2018 
225943,"Cho thuê phòng trung tâm Quận 3, cầu Trần Quốc Thảo, full nội thất, xách va ly vô ở (tin chính xác)",6.5,30.0,Quận 3,Hồ Chí Minh,05/07/2018 
226108,"Cần người ở ghép, ở phòng riêng trong căn hộ 75m2",2.0,,Quận 9,Hồ Chí Minh,05/07/2018 
226198,"Cho thuê phòng full nội thất đường Huỳnh Văn Bánh, Q. Phú Nhuận",5.3,20.0,Phú Nhuận,Hồ Chí Minh,05/07/2018 
226268,"Cho thuê phòng full nội thất Đường Nguyễn Cư Trinh, quận 1 16m2 giá 5tr/tháng. WC riêng - giờ tự do",5.0,16.0,Quận 1,Hồ Chí Minh,05/07/2018 
226363,Phòng trọ giá rẻ quận 8 - gần cầu Chà Và,2.2,,Quận 8,Hồ Chí Minh,05/07/2018 
226734,Cho thuê phòng trọ cao cấp ngay sau lưng Lotte Quận 7 giá chỉ 4 triệu,4.0,20.0,Quận 7,Hồ Chí Minh,05/07/2018 
227090,Cho thuê trọ quận 7 (Đối diện RMIT) đầy đủ tiện nghi nội thất (Chỉ dành riêng cho SV RMIT),4.0,20.0,Quận 7,Hồ Chí Minh,07/07/2018 
227387,"Cho thuê phòng đẹp, cao cấp trong tòa nhà 3 lầu Q. Bình Thạnh",3.3,,Bình Thạnh,Hồ Chí Minh,05/07/2018 
227684,"Phòng trọ cao cấp, 45m2, full nội thất, 28 Tiền Giang, Q. Tân Bình",6.8,45.0,Tân Bình,Hồ Chí Minh,06/07/2018 
228044,"Cho nữ thuê phòng sạch sẽ, tiện nghi ngay mặt tiền khu phố ẩm thực, gần Galaxy Kinh Dương Vương",1.5,,Quận 6,Hồ Chí Minh,05/07/2018 
228496,"Cho thuê phòng trọ cao full nội thất đường Thống Nhất, P. 10, Quận Gò Vấp, HCM",3.5,25.0,Gò Vấp,Hồ Chí Minh,05/07/2018 
228501,"Phòng trọ cao cấp đường Phạm Hùng Q8, gần cầu Chánh Hưng, giá 5.5tr/tháng",5.5,35.0,Quận 8,Hồ Chí Minh,05/07/2018 
228537,"Cho thuê phòng riêng trong căn hộ Era Town Q7, 25m2, 3.5 triệu/tháng, phòng trống. LH 0977108828",3.5,25.0,Quận 7,Hồ Chí Minh,05/07/2018 
228591,"Cho thuê phòng full nội thất đường Phạm Hùng 35m2, WC riêng, giá 5.5tr/tháng",5.5,35.0,Quận 8,Hồ Chí Minh,05/07/2018 
228615,KHAI TRƯƠNG phòng trọ SANG CHẢNH mặt tiền TRẦN TRỌNG CUNG – 30m đối diện VINCOM Q.7,5.0,,Quận 7,Hồ Chí Minh,05/07/2018 
229451,"Chính chủ cho thuê phòng trung tâm Quận 10, gần siêu thị Big C, LH 0909929808",1.6,20.0,Quận 10,Hồ Chí Minh,05/07/2018 
229470,Khu Cư Xá Lữ Gia còn 1 phòng 4.9tr/th đủ tiện nghi kệ bếp giờ tự do,4.9,25.0,Quận 11,Hồ Chí Minh,05/07/2018 
230381,"Phòng cao cấp, đối diện chợ Bến Thành, Lê Thánh Tôn ngay trung tâm quận 1",3.5,30.0,Quận 1,Hồ Chí Minh,05/07/2018 
230791,"Cho thuê phòng, DT phòng 17m2, có lối đi riêng",1.8,17.0,Bình Thạnh,Hồ Chí Minh,06/07/2018 
230930,"Cần cho thuê phòng mới, KDC 6B, 102 đường số 4, Phạm Hùng, Q8. LH ngay tôi 0931329056",2.0,20.0,Quận 8,Hồ Chí Minh,05/07/2018 
231029,"Cần 1 bạn nữ ở ghép trong căn hộ có 2PN, giá 3 tr/th, giờ giấc tự do, LH 0909 456 158 chị Dung",3.0,55.0,Hóc Môn,Hồ Chí Minh,05/07/2018 
231051,"Phòng trọ cao cấp 1 trệt, 1 lầu, ban công, 2 cửa sổ, gần bệnh viện Bình Tân, đường Hương Lộ 2",2.2,20.0,Bình Tân,Hồ Chí Minh,05/07/2018 
231076,"Phòng đẹp 5,9 tr/th, mới vừa xây xong ngay Bến Vân Đồn cầu Calmette, cầu Mống",5.9,20.0,Quận 4,Hồ Chí Minh,05/07/2018 
231080,"Phòng đẹp đủ tiện nghi mới xây 5,9tr/th ngay cầu Calmette, Cầu Mống",5.9,20.0,Quận 1,Hồ Chí Minh,05/07/2018 
232236,"Cho thuê phòng trọ đẹp, giá rẻ ngay chợ Thủ Đức",3.5,40.0,Thủ Đức,Hồ Chí Minh,06/07/2018 
232553,Cho nữ thuê phòng quận 2 sạch sẽ trong chung cư mới,4.0,25.0,Quận 2,Hồ Chí Minh,09/07/2018 
233097,"Phòng cho thuê mới, đẹp, full nội thất, đường Huỳnh Văn Bánh, Q. Phú Nhuận",5.2,25.0,Phú Nhuận,Hồ Chí Minh,06/07/2018 
233183,"Cho thuê phòng trọ cao cấp khu Him Lam full nội thất, bao điện nước. Giá 6 tr/th, LH 0935.08.1685",6.0,40.0,Quận 7,Hồ Chí Minh,06/07/2018 
233289,"Cho thuê phòng giá rẻ tiện nghi ngay sân bay TSN gần công viên Hoàng Văn Thụ, công viên Gia Định",3.5,20.0,Tân Bình,Hồ Chí Minh,06/07/2018 
233876,"Phòng trọ đầy đủ nội thất tiện nghi, MT 218 Bạch Đằng, Q. Bình Thạnh, giờ giấc tự do, 0938812040",5.5,30.0,Bình Thạnh,Hồ Chí Minh,06/07/2018 
233918,"Cho thuê phòng trọ Thoại Ngọc Hầu, P.Hòa Thạnh, Q.Tân Phú, sạch sẽ, thuận tiện đi lại, nhà mới",2.2,,Tân Phú,Hồ Chí Minh,06/07/2018 
234432,"Phòng cao cấp Quận 7 cho thuê giá bình dân nhưng nội thất đầy đủ, không ở chung với chủ nhà",4.0,30.0,Quận 7,Hồ Chí Minh,07/07/2018 
235872,Phòng mới xây full tiện nghi ở 347 Huỳnh Văn Bánh quận Phú Nhuận. LH 0966.089.433,6.8,30.0,Phú Nhuận,Hồ Chí Minh,06/07/2018 
235939,"Tìm nữ ở ghép khu Phan Xích Long, Phú Nhuận",0.8,,Phú Nhuận,Hồ Chí Minh,06/07/2018 
236168,"Cho thuê phòng cao cấp ngay mặt tiền đường Dương Bá Trạc, quận 8, giá: 3tr",3.0,20.0,Quận 8,Hồ Chí Minh,06/07/2018 
236191,"Nhà trọ mới xây số 303 Phan Anh, có nội thất, chỉ 2,5tr mở cửa vân tay, có bảo vệ. LH 0915007982",2.5,65.0,Tân Phú,Hồ Chí Minh,06/07/2018 
236610,"Cần tìm một bạn nữ ở ghép phòng trong nhà nguyên căn Bình Thạnh, gần Q1",,30.0,Bình Thạnh,Hồ Chí Minh,07/07/2018 
236965,"Cho thuê phòng trọ gần chợ Tân Bình, giá chỉ từ 3.500.000/th",3.5,15.0,Tân Bình,Hồ Chí Minh,06/07/2018 
238138,"Tìm một nữ ở ghép 1,1tr/tháng gần công viên Lê Thị Riêng, rộng rãi, yên tĩnh",1.1,30.0,Quận 3,Hồ Chí Minh,06/07/2018 
238802,Cho thuê căn hộ mini full tiện nghi nằm ngay TT Q1 Trần Đình Xu LH: 0934995328,6.5,30.0,Quận 1,Hồ Chí Minh,06/07/2018 
238920,Cho thuê phòng trọ cao cấp giá cực tốt tại Gò Vấp,2.2,30.0,Gò Vấp,Hồ Chí Minh,10/07/2018 
239171,"Chủ cho thuê phòng sạch, đẹp, hẻm xe hơi 45 Nguyễn Văn Đậu, gần Phan Đăng Lưu",3.4,18.0,Bình Thạnh,Hồ Chí Minh,06/07/2018 
240523,"Cho thuê phòng đường 164/8 Trần Quốc Thảo, P 7, Q 3",7.0,30.0,Quận 3,Hồ Chí Minh,06/07/2018 
240579,"Phòng đủ tiện nghi giờ tự do khu Cư xá Lữ Gia, đối diện ĐH Bách Khoa",4.9,25.0,Quận 11,Hồ Chí Minh,07/07/2018 
240582,Phòng có kệ bếp 4tr9 đủ tiện nghi giờ tự do ngay đối diện ĐH Bách Khoa,4.9,25.0,Quận 10,Hồ Chí Minh,07/07/2018 
240843,"Cho thuê phòng 22m2 - 36m2 đủ tiện nghi 121A Lê Trung Nghĩa, P12, Tân Bình, gần chợ Hoàng Hoa Thám",4.0,36.0,Tân Bình,Hồ Chí Minh,07/07/2018 
241463,"Cho thuê phòng trọ Thoại Ngọc Hầu, P. Hòa Thạnh, Q. Tân Phú, sạch sẽ, thuận tiện đi lại, nhà mới",2.2,,Tân Phú,Hồ Chí Minh,07/07/2018 
242030,"Tìm 01 nam ở ghép cùng, phòng rộng 36 m2",,36.0,Bình Thạnh,Hồ Chí Minh,07/07/2018 
242078,"Cho thuê phòng trọ mới xây, có gác lửng (phía sau The Vista). LH: 0918108439",3.0,15.0,Quận 2,Hồ Chí Minh,07/07/2018 
242561,"Phòng trọ giá tốt, có cửa sổ, WC riêng, gần chợ Hạnh Thông Tây, 2.5 triệu",2.5,25.0,Gò Vấp,Hồ Chí Minh,07/07/2018 
242649,"Cho thuê phòng nội thất đầy đủ, view bờ kè Trường Sa, Phú Nhuận. LH 0933.3964.82",4.6,25.0,Phú Nhuận,Hồ Chí Minh,07/07/2018 
242999,Cho thuê phòng trọ cao cấp tại quận 9.Giá 2.500. Phòng mới đẹp.Coi là thích.LH a Công : 0964428376,2.5,,Quận 9,Hồ Chí Minh,07/07/2018 
243095,"Phòng 4.5tr ở từ 1 đến 3 người, giờ tự do, gần An Đông Plaza Q5",4.5,,Quận 5,Hồ Chí Minh,07/07/2018 
243296,"Cho thuê phòng trọ, diện tích 30m2, Tân Phú, 3,8tr - bao điện nước",3.8,30.0,Tân Phú,Hồ Chí Minh,07/07/2018 
243492,Lunara căn hộ mini cho thuê Q. 9,2.0,40.0,Quận 9,Hồ Chí Minh,07/07/2018 
243588,Cho thuê căn hộ mini cao cấp giá rẻ 3 triệu đường Lê Văn Lương LH 0949.178.379 Thuận,3.0,20.0,Nhà Bè,Hồ Chí Minh,07/07/2018 
243788,"Cho thuê văn phòng, phòng trọ cao cấp trung tâm Quận 2, LH 0902991177",6.0,30.0,Quận 2,Hồ Chí Minh,07/07/2018 
243992,Phòng trọ - Căn hộ mini tại Gò Vấp,,16.0,Gò Vấp,Hồ Chí Minh,09/07/2018 
244233,"Nhà mới xây cho thuê, đường Vũ Tùng, Bình Thạnh 3.5 triệu/ tháng, LH 0934376937",3.5,20.0,Bình Thạnh,Hồ Chí Minh,09/07/2018 
244265,Cho thuê phòng trọ cao cấp tiêu chuẩn 2 sao. Giá từ 2tr5,,25.0,Quận 9,Hồ Chí Minh,07/07/2018 
244337,"Cho thuê phòng đầy đủ nội thất Nhất Chi Mai, Tân Bình, đối diện ETown",4.0,25.0,Tân Bình,Hồ Chí Minh,07/07/2018 
244423,"Phòng trọ giá rẻ, đủ tiện nghi ở chợ đầu mối Hóc Môn",2.0,,Hóc Môn,Hồ Chí Minh,07/07/2018 
244778,"Cho thuê phòng trọ cao cấp mới xây 100%, full nội thất, không chung chủ - phòng 20m2",5.5,20.0,Bình Thạnh,Hồ Chí Minh,07/07/2018 
245663,"Căn hộ mini nhỏ, 1 phòng ngủ, 1 bếp, 1 WC, Ngay Trung Tâm Thương Mại Phạm Văn Đồng, Đường 20, HBC",3.5,20.0,Thủ Đức,Hồ Chí Minh,07/07/2018 
245942,Phòng dịch vụ cao cấp full nội thất Lê Quang Định,5.0,20.0,Bình Thạnh,Hồ Chí Minh,09/07/2018 
246484,"Phòng trọ mới đẹp cho nam thuê đường Chu Văn An, máy lạnh, giá 2.4tr/th",2.4,,Bình Thạnh,Hồ Chí Minh,07/07/2018 
247014,"Cho thuê căn hộ mini đường Quang Trung mới tinh cao cấp, LH 09777 010 63 cho thuê căn hộ chung cu",2.6,24.0,Gò Vấp,Hồ Chí Minh,07/07/2018 
247467,"Cho thuê phòng chung cư Phạm Viết Chánh, lô C",5.0,,Bình Thạnh,Hồ Chí Minh,09/07/2018 
247487,Cho thuê 1 (một) phòng trọ đường Tô Hiến Thành,2.2,11.0,Quận 10,Hồ Chí Minh,09/07/2018 
247895,"Phòng đẹp, full nội thất, ở được ngay, chính chủ, cạnh BV Gia Định, Trung Tam Bình Thạnh",,30.0,Bình Thạnh,Hồ Chí Minh,08/07/2018 
248092,"Chính chủ cần cho thuê căn hộ cho sạch sẽ, an ninh và cao cấp, đường Bạch Đằng 5tr/tháng 0968833355",5.0,25.0,Bình Thạnh,Hồ Chí Minh,09/07/2018 
248234,"Cho thuê phòng trọ đường D5, gần trường Giao Thông Vận Tải, Ngoại Thương, Hutech",3.3,32.0,Bình Thạnh,Hồ Chí Minh,09/07/2018 
248394,Shark Home - Ngôi nhà sinh viên với full tiện ích,1.47,,Quận 10,Hồ Chí Minh,09/07/2018 
248613,Cho thuê căn hộ full tiện nghi mới xây ban công cửa sổ thoáng mát ngay 347 Huỳnh Văn Bánh Phú Nhuận,5.8,30.0,Phú Nhuận,Hồ Chí Minh,09/07/2018 
248836,"Chính chủ cần cho thuê gấp phòng trong căn hộ chung cư Era Town, Đức Khải",3.2,24.0,Quận 7,Hồ Chí Minh,14/07/2018 
